Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell
.,org.pdfsam.ui.selection.single,SingleSelectionPane,showPasswordFieldPopup,Long Statement,The length of the statement "Point2D nodeCoord=encryptionIndicator.localToScene(encryptionIndicator.getWidth() / 2`encryptionIndicator.getHeight() / 1.5);" is 125.
.,org.pdfsam.ui.selection.single,SingleSelectionPane,showPasswordFieldPopup,Magic Number,The method contains a magic number: 2
.,org.pdfsam.ui.selection.single,SingleSelectionPane,showPasswordFieldPopup,Magic Number,The method contains a magic number: 1.5
.,org.pdfsam.ui.selection.single,SingleSelectionPane,showPasswordFieldPopup,Magic Number,The method contains a magic number: 2
.,org.pdfsam.ui.selection.single,SingleSelectionPane,showPasswordFieldPopup,Magic Number,The method contains a magic number: 2
.,org.pdfsam.ui.selection.single,SingleSelectionPane,restoreStateFrom,Long Statement,The length of the statement "initializeFor(newDescriptor(new File(f)`ofNullable(data.get(defaultString(getId()) + "input.password.enc")).map(EncryptionUtils::decrypt).orElseGet(() -> data.get(defaultString(getId()) + "input.password"))));" is 209.
.,org.pdfsam.ui.selection.single,SingleSelectionPane,initContextMenu,Long Statement,The length of the statement "MenuItem infoItem=createMenuItem(DefaultI18nContext.getInstance().i18n("Document properties")`MaterialDesignIcon.INFORMATION_OUTLINE);" is 134.
.,org.pdfsam.ui.selection.single,SingleSelectionPane,initContextMenu,Long Statement,The length of the statement "MenuItem setDestinationItem=createMenuItem(DefaultI18nContext.getInstance().i18n("Set destination")`MaterialDesignIcon.AIRPLANE_LANDING);" is 137.
.,org.pdfsam.ui.selection.single,SingleSelectionPane,initContextMenu,Long Statement,The length of the statement "setDestinationItem.setOnAction(e -> eventStudio().broadcast(requestDestination(descriptor.getFile()`getOwnerModule())`getOwnerModule()));" is 137.
.,org.pdfsam.ui.selection.single,SingleSelectionPane,initContextMenu,Long Statement,The length of the statement "MenuItem openFolderItem=createMenuItem(DefaultI18nContext.getInstance().i18n("Open Folder")`MaterialDesignIcon.FOLDER_OUTLINE);" is 127.
.,org.pdfsam.ui.selection.single,SingleSelectionPane,initContextMenu,Long Statement,The length of the statement "field.getTextField().setContextMenu(new ContextMenu(setDestinationItem`new SeparatorMenuItem()`removeSelected`new SeparatorMenuItem()`infoItem`openFileItem`openFolderItem));" is 173.
.,org.pdfsam.ui.selection.single,SingleSelectionPaneTest,disableMenuOnInvalid,Long Statement,The length of the statement "victim.getContextMenu().getItems().parallelStream().filter(i -> !(i instanceof SeparatorMenuItem)).filter(i -> !i.getText().equals(DefaultI18nContext.getInstance().i18n("Remove"))).forEach(i -> assertTrue(i.getText()`i.isDisable()));" is 233.
.,org.pdfsam.ui.selection.single,SingleSelectionPaneTest,disableMenuOnSwitchToInvalid,Long Statement,The length of the statement "victim.getContextMenu().getItems().parallelStream().filter(i -> !(i instanceof SeparatorMenuItem)).filter(i -> !i.getText().equals(DefaultI18nContext.getInstance().i18n("Remove"))).forEach(i -> assertTrue(i.isDisable()));" is 221.
.,org.pdfsam.ui.selection.single,SingleSelectionPaneTest,loadingStateDetails,Magic Number,The method contains a magic number: 2000
.,org.pdfsam.ui.selection.single,SingleSelectionPaneTest,restoreStateFromPwdBackwardCompatible,Magic Number,The method contains a magic number: 2000
.,org.pdfsam.ui.selection.single,SingleSelectionPaneTest,restoreStateFrom,Magic Number,The method contains a magic number: 2000
.,org.pdfsam.ui.selection.single,SingleSelectionPaneTest,restoreStateFromEmpty,Magic Number,The method contains a magic number: 2000
.,org.pdfsam.ui.selection.single,SingleSelectionPaneTest,clickWithErrorsShowsLogStage,Magic Number,The method contains a magic number: 2000
.,org.pdfsam.ui.selection.single,SingleSelectionPaneTest,clickEncryptedThrowsRequest,Magic Number,The method contains a magic number: 2
.,org.pdfsam.ui.selection.single,SingleSelectionPaneTest,invalidatedDescriptorDoesntTriggerAnything,Long Statement,The length of the statement "field.getContextMenu().getItems().parallelStream().filter(i -> !(i instanceof SeparatorMenuItem)).filter(i -> !i.getText().equals(DefaultI18nContext.getInstance().i18n("Remove"))).forEach(i -> assertTrue(i.isDisable()));" is 220.
.,org.pdfsam.ui.selection.single,SingleSelectionPaneTest,invalidatedDescriptorDoesntTriggerAnything,Magic Number,The method contains a magic number: 2000
.,org.pdfsam.ui.selection.single,SingleSelectionPaneTest,moveToLoadedState,Magic Number,The method contains a magic number: 2000
.,org.pdfsam.ui.selection.single,SingleSelectionPaneTest,moveToEncrytedState,Magic Number,The method contains a magic number: 2000
.,org.pdfsam.ui.selection.single,SingleSelectionPaneTest,moveToLoadedWithDecryption,Magic Number,The method contains a magic number: 2000
.,org.pdfsam.ui.selection.single,SingleSelectionPaneTest,moveToLoadedStateWithSpecialChars,Magic Number,The method contains a magic number: 2000
.,org.pdfsam.ui.support,CircularObservableListTest,add,Magic Number,The method contains a magic number: 2
.,org.pdfsam.ui.support,CircularObservableListTest,add,Magic Number,The method contains a magic number: 2
.,org.pdfsam.ui.support,CircularObservableListTest,add,Magic Number,The method contains a magic number: 3
.,org.pdfsam.ui.support,CircularObservableListTest,add,Magic Number,The method contains a magic number: 2
.,org.pdfsam.ui.support,CircularObservableListTest,addAll,Magic Number,The method contains a magic number: 2
.,org.pdfsam.ui.support,CircularObservableListTest,addAll,Magic Number,The method contains a magic number: 2
.,org.pdfsam.ui.support,CircularObservableListTest,addAll,Magic Number,The method contains a magic number: 3
.,org.pdfsam.ui.support,CircularObservableListTest,addAll,Magic Number,The method contains a magic number: 2
.,org.pdfsam.ui.support,CircularObservableListTest,addAllIndex,Magic Number,The method contains a magic number: 3
.,org.pdfsam.ui.support,CircularObservableListTest,addAllIndex,Magic Number,The method contains a magic number: 100
.,org.pdfsam.ui.support,CircularObservableListTest,addAllIndex,Magic Number,The method contains a magic number: 101
.,org.pdfsam.ui.support,CircularObservableListTest,addAllIndex,Magic Number,The method contains a magic number: 102
.,org.pdfsam.ui.support,CircularObservableListTest,addAllIndex,Magic Number,The method contains a magic number: 103
.,org.pdfsam.ui.support,CircularObservableListTest,addAllIndex,Magic Number,The method contains a magic number: 2
.,org.pdfsam.ui.support,CircularObservableListTest,addAllIndex,Magic Number,The method contains a magic number: 3
.,org.pdfsam.ui.support,CircularObservableListTest,addAllIndex,Magic Number,The method contains a magic number: 3
.,org.pdfsam.ui.support,CircularObservableListTest,addAllIndex,Magic Number,The method contains a magic number: 100
.,org.pdfsam.ui.support,CircularObservableListTest,addAllIndex,Magic Number,The method contains a magic number: 2
.,org.pdfsam.ui.support,CircularObservableListTest,addAllIndex,Magic Number,The method contains a magic number: 3
.,org.pdfsam.ui.support,CircularObservableListTest,addAllIndex,Magic Number,The method contains a magic number: 102
.,org.pdfsam.ui.support,CircularObservableListTest,addAllIndex,Magic Number,The method contains a magic number: 103
.,org.pdfsam.ui.support,CircularObservableListTest,addAllIndex,Magic Number,The method contains a magic number: 2
.,org.pdfsam.ui.support,CircularObservableListTest,addIndex,Magic Number,The method contains a magic number: 3
.,org.pdfsam.ui.support,CircularObservableListTest,addIndex,Magic Number,The method contains a magic number: 2
.,org.pdfsam.ui.support,CircularObservableListTest,addIndex,Magic Number,The method contains a magic number: 3
.,org.pdfsam.ui.support,CircularObservableListTest,addIndex,Magic Number,The method contains a magic number: 100
.,org.pdfsam.ui.support,CircularObservableListTest,addIndex,Magic Number,The method contains a magic number: 3
.,org.pdfsam.ui.support,CircularObservableListTest,addIndex,Magic Number,The method contains a magic number: 100
.,org.pdfsam.ui.support,CircularObservableListTest,addIndex,Magic Number,The method contains a magic number: 2
.,org.pdfsam.ui.support,CircularObservableListTest,addIndex,Magic Number,The method contains a magic number: 3
.,org.pdfsam.ui.support,CircularObservableListTest,addIndex,Magic Number,The method contains a magic number: 2
.,org.pdfsam.ui.support,FXValidationSupportTest,startingState,Long Statement,The length of the statement "verify(listener`times(1)).changed(any(ObservableValue.class)`eq(ValidationState.NOT_VALIDATED)`eq(ValidationState.VALID));" is 122.
.,org.pdfsam.ui.support,FXValidationSupportTest,behaviour,Long Statement,The length of the statement "verify(listener`times(1)).changed(any(ObservableValue.class)`eq(ValidationState.NOT_VALIDATED)`eq(ValidationState.VALID));" is 122.
.,org.pdfsam.ui.banner,AppContextMenu,AppContextMenu,Long Statement,The length of the statement "if (!Boolean.getBoolean(PreferencesDashboardItem.PDFSAM_DISABLE_SETTINGS_DEPRECATED) && !Boolean.getBoolean(PreferencesDashboardItem.PDFSAM_DISABLE_SETTINGS)) {" is 160.
.,org.pdfsam.ui.banner,WorkspaceMenu,saveWorkspace,Long Statement,The length of the statement "RememberingLatestFileChooserWrapper fileChooser=FileChoosers.getFileChooser(DefaultI18nContext.getInstance().i18n("Select the workspace file to save")`FileType.JSON);" is 166.
.,org.pdfsam.ui.banner,WorkspaceMenu,loadWorkspace,Long Statement,The length of the statement "RememberingLatestFileChooserWrapper fileChooser=FileChoosers.getFileChooser(DefaultI18nContext.getInstance().i18n("Select the workspace to load")`FileType.JSON);" is 161.
.,org.pdfsam.ui.banner,WorkspaceMenuItem,WorkspaceMenuItem,Magic Number,The method contains a magic number: 60
.,org.pdfsam.ui.banner,BannerPaneTest,title,Magic Number,The method contains a magic number: 2000
.,org.pdfsam.ui.banner,ModulesMenuTest,onSaveClick,Long Statement,The length of the statement "clickOn(".button").clickOn("#modulesMenu").clickOn(module.descriptor().category.getDescription()).clickOn(module.descriptor().getName());" is 137.
.,org.pdfsam.ui.banner,WorkspaceMenuTest,onRecentWorkspace,Long Statement,The length of the statement "clickOn(".button").clickOn("#workspaceMenu").moveTo("#loadWorkspace").moveTo("#saveWorkspace").clickOn("#recentWorkspace").clickOn("Chuck");" is 140.
.,org.pdfsam.ui.banner,WorkspaceMenuTest,recentIsUpdated,Long Statement,The length of the statement "clickOn(".button").clickOn("#workspaceMenu").moveTo("#loadWorkspace").moveTo("#saveWorkspace").clickOn("#recentWorkspace").clickOn("Michael");" is 142.
.,org.pdfsam.ui.banner,WorkspaceMenuTest,recentIsUpdatedAndMnemonicAreNotParsed,Long Statement,The length of the statement "clickOn(".button").clickOn("#workspaceMenu").moveTo("#loadWorkspace").moveTo("#saveWorkspace").clickOn("#recentWorkspace").clickOn("I_have_underscores");" is 153.
.,org.pdfsam.ui.banner,WorkspaceMenuTest,recentIsCleared,Long Statement,The length of the statement "assertTrue(clickOn(".button").clickOn("#workspaceMenu").moveTo("#loadWorkspace").moveTo("#saveWorkspace").clickOn("#recentWorkspace").lookup("Michael").tryQuery().isPresent());" is 176.
.,org.pdfsam.ui.banner,WorkspaceMenuTest,recentIsCleared,Long Statement,The length of the statement "clickOn(".button").clickOn("#workspaceMenu").moveTo("#loadWorkspace").moveTo("#saveWorkspace").clickOn("#clearWorkspaces");" is 123.
.,org.pdfsam.ui.banner,WorkspaceMenuTest,recentIsCleared,Long Statement,The length of the statement "assertFalse(clickOn(".button").clickOn("#workspaceMenu").moveTo("#loadWorkspace").moveTo("#saveWorkspace").clickOn("#recentWorkspace").lookup("Michael").tryQuery().isPresent());" is 177.
.,org.pdfsam.ui.dashboard.about,AboutDashboardPane,AboutDashboardPane,Long Statement,The length of the statement "addHyperlink(FontAwesomeIcon.RSS_SQUARE`pdfsam.property(FEED_URL)`DefaultI18nContext.getInstance().i18n("Subscribe to the official news feed")`left);" is 149.
.,org.pdfsam.ui.dashboard.about,AboutDashboardPane,AboutDashboardPane,Long Statement,The length of the statement "Label runtime=new Label(String.format("%s %s"`System.getProperty("java.runtime.name")`System.getProperty("java.runtime.version")));" is 131.
.,org.pdfsam.ui.dashboard.about,AboutDashboardPane,AboutDashboardPane,Long Statement,The length of the statement "Label vendor=new Label(String.format(DefaultI18nContext.getInstance().i18n("Vendor: %s")`System.getProperty("java.vendor")));" is 125.
.,org.pdfsam.ui.dashboard.about,AboutDashboardPane,AboutDashboardPane,Long Statement,The length of the statement "Label runtimePath=new Label(String.format(DefaultI18nContext.getInstance().i18n("Java runtime path: %s")`System.getProperty("java.home")));" is 139.
.,org.pdfsam.ui.dashboard.about,AboutDashboardPane,AboutDashboardPane,Long Statement,The length of the statement "Label fx=new Label(String.format(DefaultI18nContext.getInstance().i18n("JavaFX runtime version %s")`System.getProperty("javafx.runtime.version")));" is 147.
.,org.pdfsam.ui.dashboard.about,AboutDashboardPane,AboutDashboardPane,Long Statement,The length of the statement "Label memory=new Label(DefaultI18nContext.getInstance().i18n("Max memory {0}"`FileUtils.byteCountToDisplaySize(Runtime.getRuntime().maxMemory())));" is 147.
.,org.pdfsam.ui.dashboard.about,AboutDashboardPane,AboutDashboardPane,Long Statement,The length of the statement "writeContent(Arrays.asList(pdfsam.name()`pdfsam.property(VERSION)`runtime.getText()`vendor.getText()`runtimePath.getText()`fx.getText()`memory.getText())).to(content);" is 167.
.,org.pdfsam.ui.dashboard.about,AboutDashboardPane,AboutDashboardPane,Long Statement,The length of the statement "addHyperlink(FontAwesomeIcon.BUG`pdfsam.property(TRACKER_URL)`DefaultI18nContext.getInstance().i18n("Bug and feature requests")`right);" is 135.
.,org.pdfsam.ui.dashboard.about,AboutDashboardPane,AboutDashboardPane,Long Statement,The length of the statement "addHyperlink(FontAwesomeIcon.QUESTION_CIRCLE`pdfsam.property(SUPPORT_URL)`DefaultI18nContext.getInstance().i18n("Support")`right);" is 130.
.,org.pdfsam.ui.dashboard.about,AboutDashboardPane,AboutDashboardPane,Long Statement,The length of the statement "addHyperlink(FontAwesomeIcon.BOOK`pdfsam.property(DOCUMENTATION_URL)`DefaultI18nContext.getInstance().i18n("Documentation")`right);" is 131.
.,org.pdfsam.ui.dashboard.about,AboutDashboardPane,AboutDashboardPane,Long Statement,The length of the statement "addHyperlink(FontAwesomeIcon.GITHUB`pdfsam.property(SCM_URL)`DefaultI18nContext.getInstance().i18n("Fork PDFsam on GitHub")`right);" is 131.
.,org.pdfsam.ui.dashboard.about,AboutDashboardPane,AboutDashboardPane,Long Statement,The length of the statement "addHyperlink(FontAwesomeIcon.FLAG_ALT`pdfsam.property(TRANSLATE_URL)`DefaultI18nContext.getInstance().i18n("Translate")`right);" is 127.
.,org.pdfsam.ui.dashboard.about,AboutDashboardPane,AboutDashboardPane,Long Statement,The length of the statement "addHyperlink(FontAwesomeIcon.TWITTER_SQUARE`pdfsam.property(TWITTER_URL)`DefaultI18nContext.getInstance().i18n("Follow us on Twitter")`right);" is 142.
.,org.pdfsam.ui.dashboard.about,AboutDashboardPane,AboutDashboardPane,Long Statement,The length of the statement "addHyperlink(FontAwesomeIcon.FACEBOOK_SQUARE`pdfsam.property(FACEBOOK_URL)`DefaultI18nContext.getInstance().i18n("Like us on Facebook")`right);" is 143.
.,org.pdfsam.ui.dashboard.about,AboutDashboardPane,AboutDashboardPane,Magic Number,The method contains a magic number: 5
.,org.pdfsam.ui.dashboard.about,AboutDashboardPane,AboutDashboardPane,Magic Number,The method contains a magic number: 5
.,org.pdfsam.ui.dashboard.about,AboutDashboardPaneTest,clickCopy,Magic Number,The method contains a magic number: 2000
.,org.pdfsam.ui.dashboard.about,AboutDashboardPaneTest,clickCopy,Magic Number,The method contains a magic number: 2000
.,org.pdfsam.ui.dashboard,ModulesDashboardItem,priority,Magic Number,The method contains a magic number: 10
.,org.pdfsam.ui.dashboard,PreferencesDashboardItem,priority,Magic Number,The method contains a magic number: 5
.,org.pdfsam.ui.dashboard,PreferencesDashboardItem,disabled,Long Identifier,The length of the field PDFSAM_DISABLE_SETTINGS_DEPRECATED is 34.
.,org.pdfsam.ui.dashboard,QuickbarDashboardButtonsPane,QuickbarDashboardButtonsPane,Long Statement,The length of the statement "items.stream().filter(i -> !i.disabled()).sorted((a`b) -> a.priority() - b.priority()).map(DashboardButton::new).forEach(currentButton -> {" is 139.
.,org.pdfsam.ui.dashboard,DashboardButtonTest,selectIf,Magic Number,The method contains a magic number: 2000
.,org.pdfsam.ui.dashboard,DashboardTest,allItemsArePicked,Magic Number,The method contains a magic number: 2
.,org.pdfsam.ui.dashboard,QuickbarDashboardButtonsPaneTest,displayText,Long Statement,The length of the statement "victim.getChildren().stream().filter(n -> n instanceof DashboardButton).map(n -> (DashboardButton)n).noneMatch(DashboardButton::isDisplayText);" is 143.
.,org.pdfsam.ui.dashboard,QuickbarDashboardButtonsPaneTest,displayText,Long Statement,The length of the statement "victim.getChildren().stream().filter(n -> n instanceof DashboardButton).map(n -> (DashboardButton)n).allMatch(DashboardButton::isDisplayText);" is 142.
.,org.pdfsam.ui.dashboard,QuickbarDashboardButtonsPaneTest,select,Long Statement,The length of the statement "victim.getChildren().stream().filter(n -> n instanceof DashboardButton).map(n -> (DashboardButton)n).noneMatch(DashboardButton::isSelected);" is 140.
.,org.pdfsam.ui.dashboard,QuickbarDashboardButtonsPaneTest,select,Long Statement,The length of the statement "long selected=victim.getChildren().stream().filter(n -> n instanceof DashboardButton).map(n -> (DashboardButton)n).filter(DashboardButton::isSelected).count();" is 159.
.,org.pdfsam.ui.dashboard.modules,DashboardTile,DashboardTile,Magic Number,The method contains a magic number: 5
.,org.pdfsam.ui.dashboard.modules,ModulesDashboardPane,ModulesDashboardPane,Long Statement,The length of the statement "modules.stream().sorted((a`b) -> a.descriptor().getPriority() - b.descriptor().getPriority()).map(ModulesDashboardTile::new).forEach(modulesPane.getChildren()::add);" is 165.
.,org.pdfsam.ui.dashboard.modules,ModulesDashboardPane,onPremiumModules,Long Statement,The length of the statement "e.premiumModules.stream().sorted((a`b) -> a.getId() - b.getId()).map(PremiumModuleTile::new).forEach(modulesPane.getChildren()::add);" is 133.
.,org.pdfsam.ui.dashboard.modules,ModulesDashboardPaneTest,priorityOrder,Long Statement,The length of the statement "ModulesDashboardPane victim=new ModulesDashboardPane(Arrays.asList(new LowPriorityTestModule()`new HighPriorityTestModule()`new DefaultPriorityTestModule()));" is 158.
.,org.pdfsam.ui.dashboard.modules,ModulesDashboardPaneTest,priorityOrder,Long Statement,The length of the statement "Node title=victim.getChildren().stream().findFirst().orElseThrow(() -> new NullPointerException("Unable to find the expected node")).lookup(".dashboard-modules-tile-title");" is 173.
.,org.pdfsam.ui.dashboard.preference,PreferenceAppearencePane,PreferenceAppearencePane,Long Statement,The length of the statement "DefaultI18nContext.SUPPORTED_LOCALES.stream().sorted(Comparator.comparing(Locale::getDisplayName)).map(LocaleKeyValueItem::new).forEach(localeCombo.getItems()::add);" is 165.
.,org.pdfsam.ui.dashboard.preference,PreferenceAppearencePane,PreferenceAppearencePane,Long Statement,The length of the statement "localeCombo.valueProperty().addListener((observable`oldValue`newValue) -> eventStudio().broadcast(new SetLocaleEvent(newValue.getKey())));" is 138.
.,org.pdfsam.ui.dashboard.preference,PreferenceAppearencePane,PreferenceAppearencePane,Long Statement,The length of the statement "statsPane.add(helpIcon(i18n.i18n("Usage statistics are used to populate the modules quick bar on the left with the most used and most recently used modules."))`1`0);" is 165.
.,org.pdfsam.ui.dashboard.preference,PreferenceAppearencePane,PreferenceAppearencePane,Magic Number,The method contains a magic number: 2
.,org.pdfsam.ui.dashboard.preference,PreferenceAppearencePane,PreferenceAppearencePane,Magic Number,The method contains a magic number: 2
.,org.pdfsam.ui.dashboard.preference,PreferenceAppearencePane,PreferenceAppearencePane,Magic Number,The method contains a magic number: 3
.,org.pdfsam.ui.dashboard.preference,PreferenceAppearencePane,PreferenceAppearencePane,Magic Number,The method contains a magic number: 3
.,org.pdfsam.ui.dashboard.preference,PreferenceBehaviorPane,PreferenceBehaviorPane,Long Parameter List,The method has 7 parameters. 
.,org.pdfsam.ui.dashboard.preference,PreferenceBehaviorPane,PreferenceBehaviorPane,Magic Number,The method contains a magic number: 2
.,org.pdfsam.ui.dashboard.preference,PreferenceBehaviorPane,PreferenceBehaviorPane,Magic Number,The method contains a magic number: 2
.,org.pdfsam.ui.dashboard.preference,PreferenceBehaviorPane,PreferenceBehaviorPane,Magic Number,The method contains a magic number: 3
.,org.pdfsam.ui.dashboard.preference,PreferenceBehaviorPane,PreferenceBehaviorPane,Magic Number,The method contains a magic number: 3
.,org.pdfsam.ui.dashboard.preference,PreferenceBehaviorPane,PreferenceBehaviorPane,Magic Number,The method contains a magic number: 3
.,org.pdfsam.ui.dashboard.preference,PreferenceBehaviorPane,PreferenceBehaviorPane,Magic Number,The method contains a magic number: 4
.,org.pdfsam.ui.dashboard.preference,PreferenceBehaviorPane,PreferenceBehaviorPane,Magic Number,The method contains a magic number: 3
.,org.pdfsam.ui.dashboard.preference,PreferenceBehaviorPane,PreferenceBehaviorPane,Magic Number,The method contains a magic number: 5
.,org.pdfsam.ui.dashboard.preference,PreferenceBehaviorPane,PreferenceBehaviorPane,Magic Number,The method contains a magic number: 3
.,org.pdfsam.ui.dashboard.preference,PreferenceBehaviorPane,PreferenceBehaviorPane,Magic Number,The method contains a magic number: 6
.,org.pdfsam.ui.dashboard.preference,PreferenceBehaviorPane,PreferenceBehaviorPane,Magic Number,The method contains a magic number: 3
.,org.pdfsam.ui.dashboard.preference,PreferenceConfig,startupModuleCombo,Long Statement,The length of the statement "PreferenceComboBox<KeyStringValueItem<String>> startupModuleCombo=new PreferenceComboBox<>(StringUserPreference.STARTUP_MODULE`userContext);" is 140.
.,org.pdfsam.ui.dashboard.preference,PreferenceConfig,startupModuleCombo,Long Statement,The length of the statement "modules.stream().map(ModuleKeyValueItem::new).sorted(Comparator.comparing(ModuleKeyValueItem::getValue)).forEach(startupModuleCombo.getItems()::add);" is 149.
.,org.pdfsam.ui.dashboard.preference,PreferenceConfig,checkForUpdates,Long Statement,The length of the statement "PreferenceCheckBox checkForUpdates=new PreferenceCheckBox(BooleanUserPreference.CHECK_UPDATES`DefaultI18nContext.getInstance().i18n("Check for updates at startup")`userContext.isCheckForUpdates()`userContext);" is 209.
.,org.pdfsam.ui.dashboard.preference,PreferenceConfig,checkForUpdates,Long Statement,The length of the statement "checkForUpdates.setGraphic(helpIcon(DefaultI18nContext.getInstance().i18n("Set whether new version availability should be checked on startup (restart needed)")));" is 162.
.,org.pdfsam.ui.dashboard.preference,PreferenceConfig,checkForNews,Long Statement,The length of the statement "PreferenceCheckBox checkForNews=new PreferenceCheckBox(BooleanUserPreference.CHECK_FOR_NEWS`DefaultI18nContext.getInstance().i18n("Check for news at startup")`userContext.isCheckForNews()`userContext);" is 201.
.,org.pdfsam.ui.dashboard.preference,PreferenceConfig,checkForNews,Long Statement,The length of the statement "checkForNews.setGraphic(helpIcon(DefaultI18nContext.getInstance().i18n("Set whether the application should check for news availability on startup (restart needed)")));" is 167.
.,org.pdfsam.ui.dashboard.preference,PreferenceConfig,compressionEnabled,Long Statement,The length of the statement "PreferenceCheckBox compressionEnabled=new PreferenceCheckBox(BooleanUserPreference.PDF_COMPRESSION_ENABLED`DefaultI18nContext.getInstance().i18n("Enabled PDF compression")`userContext.isCompressionEnabled()`userContext);" is 220.
.,org.pdfsam.ui.dashboard.preference,PreferenceConfig,compressionEnabled,Long Statement,The length of the statement "compressionEnabled.setGraphic(helpIcon(DefaultI18nContext.getInstance().i18n("Set whether \"Compress output file\" should be enabled by default")));" is 148.
.,org.pdfsam.ui.dashboard.preference,PreferenceConfig,playSounds,Long Statement,The length of the statement "PreferenceCheckBox playSounds=new PreferenceCheckBox(BooleanUserPreference.PLAY_SOUNDS`DefaultI18nContext.getInstance().i18n("Play alert sounds")`userContext.isPlaySounds()`userContext);" is 186.
.,org.pdfsam.ui.dashboard.preference,PreferenceConfig,savePwdInWorkspace,Long Statement,The length of the statement "PreferenceCheckBox savePwdInWorkspace=new PreferenceCheckBox(BooleanUserPreference.SAVE_PWD_IN_WORKSPACE`DefaultI18nContext.getInstance().i18n("Store passwords when saving a workspace file")`userContext.isSavePwdInWorkspaceFile()`userContext);" is 243.
.,org.pdfsam.ui.dashboard.preference,PreferenceConfig,savePwdInWorkspace,Long Statement,The length of the statement "savePwdInWorkspace.setGraphic(helpIcon(DefaultI18nContext.getInstance().i18n("If an encrypted PDF document has been opened with a password` save the password in the workspace file")));" is 184.
.,org.pdfsam.ui.dashboard.preference,PreferenceConfig,donationNotification,Long Statement,The length of the statement "PreferenceCheckBox donationNotification=new PreferenceCheckBox(BooleanUserPreference.DONATION_NOTIFICATION`DefaultI18nContext.getInstance().i18n("Show donation window")`userContext.isDonationNotification()`userContext);" is 219.
.,org.pdfsam.ui.dashboard.preference,PreferenceConfig,donationNotification,Long Statement,The length of the statement "donationNotification.setGraphic(helpIcon(DefaultI18nContext.getInstance().i18n("Turn on or off the notification appearing once in a while and asking the user to support PDFsam with a donation")));" is 196.
.,org.pdfsam.ui.dashboard.preference,PreferenceConfig,fetchPremiumModules,Long Statement,The length of the statement "PreferenceCheckBox donationNotification=new PreferenceCheckBox(BooleanUserPreference.PREMIUM_MODULES`DefaultI18nContext.getInstance().i18n("Show premium features")`userContext.isFetchPremiumModules()`userContext);" is 213.
.,org.pdfsam.ui.dashboard.preference,PreferenceConfig,fetchPremiumModules,Long Statement,The length of the statement "donationNotification.setGraphic(helpIcon(DefaultI18nContext.getInstance().i18n("Set whether the application should fetch and show premium features description in the modules dashboard")));" is 188.
.,org.pdfsam.ui.dashboard.preference,PreferenceConfig,smartRadio,Long Statement,The length of the statement "PreferenceRadioButton smartRadio=new PreferenceRadioButton(BooleanUserPreference.SMART_OUTPUT`DefaultI18nContext.getInstance().i18n("Use the selected PDF document directory as output directory")`userContext.isUseSmartOutput()`userContext);" is 239.
.,org.pdfsam.ui.dashboard.preference,PreferenceConfig,workingDirectory,Long Statement,The length of the statement "PreferenceBrowsableDirectoryField workingDirectory=new PreferenceBrowsableDirectoryField(StringUserPreference.WORKING_PATH`userContext);" is 136.
.,org.pdfsam.ui.dashboard.preference,PreferenceConfig,workspace,Long Statement,The length of the statement "PreferenceBrowsableFileField workspace=new PreferenceBrowsableFileField(StringUserPreference.WORKSPACE_PATH`FileType.JSON`OpenType.OPEN`userContext);" is 149.
.,org.pdfsam.ui.dashboard.preference,PreferenceConfig,saveWorkspaceOnExit,Long Statement,The length of the statement "PreferenceCheckBox saveWorkspaceOnExit=new PreferenceCheckBox(BooleanUserPreference.SAVE_WORKSPACE_ON_EXIT`DefaultI18nContext.getInstance().i18n("Save default workspace on exit")`userContext.isSaveWorkspaceOnExit()`userContext);" is 228.
.,org.pdfsam.ui.dashboard.preference,PreferenceConfig,saveWorkspaceOnExit,Long Statement,The length of the statement "saveWorkspaceOnExit.setGraphic(helpIcon(DefaultI18nContext.getInstance().i18n("If a default workspace is set` save it on application exit")));" is 142.
.,org.pdfsam.ui.dashboard.preference,PreferenceConfig,logViewRowsNumber,Long Statement,The length of the statement "PreferenceIntTextField logRowsNumber=new PreferenceIntTextField(IntUserPreference.LOGVIEW_ROWS_NUMBER`userContext`Validators.positiveInteger());" is 144.
.,org.pdfsam.ui.dashboard.preference,PreferenceConfig,logViewRowsNumber,Long Statement,The length of the statement "logRowsNumber.setErrorMessage(DefaultI18nContext.getInstance().i18n("Maximum number of rows mast be a positive number"));" is 121.
.,org.pdfsam.ui.dashboard.preference,PreferenceOutputPane,PreferenceOutputPane,Long Statement,The length of the statement "smartRadio.setGraphic(helpIcon(DefaultI18nContext.getInstance().i18n("Automatically set the destination directory to the selected PDF document directory")));" is 157.
.,org.pdfsam.ui.dashboard.preference,PreferenceWorkspacePane,PreferenceWorkspacePane,Long Statement,The length of the statement "workingDirectory.getTextField().setPromptText(i18n.i18n("Select a directory where documents will be saved and loaded by default"));" is 131.
.,org.pdfsam.ui.dashboard.preference,PreferenceWorkspacePane,PreferenceWorkspacePane,Long Statement,The length of the statement "HBox workigDirPane=new HBox(workingDirectory`helpIcon(i18n.i18n("Select a directory where documents will be saved and loaded by default")));" is 140.
